name,what have been runned,output
W0000 00:00:1774576594.419014      91 computation_placer.cc:177] computation placer already registered. Please check linkage and avoid linking the same target more than once.
W0000 00:00:1774576594.419018      91 computation_placer.cc:177] computation placer already registered. Please check linkage and avoid linking the same target more than once.
[FaceBackend] Downloading MediaPipe face_landmarker.task model (~3MB)...
[FaceBackend] MediaPipe Tasks API (FaceLandmarker)
[FaceBackend] MediaPipe Tasks API (FaceLandmarker)
Device: cuda
* Trackio project initialized: p3_physio_deepfake
* Trackio metrics will be synced to Hugging Face Dataset: GoodBoyXD/bioforensics-dataset
* Found existing space: https://huggingface.co/spaces/GoodBoyXD/bioforensics
* View dashboard by going to: https://GoodBoyXD-bioforensics.hf.space/
* NVIDIA GPU detected, enabling automatic GPU metrics logging
* Created new run: w3_v9_stable
[Trackio] Initialized run 'w3_v9_stable' in project 'p3_physio_deepfake'
          Dashboard: check trackio output above for URL
False True True
Auto-disabling physio fusion (w_pulse=0, w_blink=0 → features are zeros)
Skipping physio feature extraction (not used in this config)
  original: 1000 videos (/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/original)
  Deepfakes: 1000 videos (/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/Deepfakes)
  Face2Face: 1000 videos (/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/Face2Face)
  FaceSwap: 1000 videos (/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/FaceSwap)
  NeuralTextures: 1000 videos (/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/NeuralTextures)
  FaceShifter: 1000 videos (/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/FaceShifter)
  DeepFakeDetection: 1000 videos (/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/DeepFakeDetection)
FF++: 7000 videos (real=1000, fake=6000)

Identity-aware split: 822 train / 102 val / 104 test source IDs
  (no identity overlap between splits)
Dataset splits: train=5556 | val=697 | test=747
Class balance: 801 real / 4755 fake (ratio=5.94)
Train augmentations: pulse_strip=OFF, blink_freeze=OFF
Skipping feature cache warmup (--skip_cache)
Config: physio_fusion=False, temporal_pool=mean, pulse_head=False, blink_head=False
model.safetensors: 100%|███████████████████| 77.9M/77.9M [00:02<00:00, 38.4MB/s]
Using 2 GPUs
Training from scratch (no pretrain checkpoint)
Training end-to-end (backbone NOT frozen)
Model: 31.6M total, 31.6M trainable
Learning rates: backbone=1e-05, head=0.0003, temporal=5e-05
Loss weights: cls=1.0, pulse=0.0, blink=0.0, contrastive=0.0
pos_weight=1.0 (1.0 = no reweighting, sampler handles balance)
Traceback (most recent call last):
  File ""/work_repo/p3_physio/w3_train/train.py"", line 458, in <module>
    train(args)
  File ""/work_repo/p3_physio/w3_train/train.py"", line 234, in train
    for batch_idx, batch in enumerate(pbar):
                            ^^^^^^^^^^^^^^^
  File ""/usr/local/lib/python3.12/dist-packages/tqdm/std.py"", line 1181, in __iter__
    for obj in iterable:
               ^^^^^^^^
  File ""/usr/local/lib/python3.12/dist-packages/torch/utils/data/dataloader.py"", line 500, in __iter__
    return self._get_iterator()
           ^^^^^^^^^^^^^^^^^^^^
  File ""/usr/local/lib/python3.12/dist-packages/torch/utils/data/dataloader.py"", line 430, in _get_iterator
    return _SingleProcessDataLoaderIter(self)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/local/lib/python3.12/dist-packages/torch/utils/data/dataloader.py"", line 777, in __init__
    raise AssertionError(""_SingleProcessDataLoaderIter requires timeout == 0"")
AssertionError: _SingleProcessDataLoaderIter requires timeout == 0
* Run finished. Uploading logs to Trackio Space (please wait...)"
train.py,"!python w3_train/train.py \
    --ff_root /kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23 \
    --out_dir /kaggle/working/checkpoints \
    --cache_dir /kaggle/working/signal_cache \
    --fallback_cache_dir /kaggle/input/datasets/goodboyxdd/feat-npys/signal_cache \
    --epochs 10 \
    --batch_size 4 \
    --clip_len 16 \
    --num_workers 2 \
    --max_train_samples 2000 \
    --lr_backbone 1e-5 \
    --lr_head 3e-4 \
    --lr_temporal 5e-5 \
    --w_class 1.0 \
    --w_pulse 0 \
    --w_blink 0 \
    --w_contrastive 0 \
    --pos_weight 1.0 \
    --temporal_pool mean \
    --grad_accum 4 \
    --fp16 \
    --run_name w3_v11_robust","2026-03-27 03:38:06.865242: E external/local_xla/xla/stream_executor/cuda/cuda_fft.cc:467] Unable to register cuFFT factory: Attempting to register factory for plugin cuFFT when one has already been registered
WARNING: All log messages before absl::InitializeLog() is called are written to STDERR
E0000 00:00:1774582687.042473      91 cuda_dnn.cc:8579] Unable to register cuDNN factory: Attempting to register factory for plugin cuDNN when one has already been registered
E0000 00:00:1774582687.094264      91 cuda_blas.cc:1407] Unable to register cuBLAS factory: Attempting to register factory for plugin cuBLAS when one has already been registered
W0000 00:00:1774582687.514472      91 computation_placer.cc:177] computation placer already registered. Please check linkage and avoid linking the same target more than once.
W0000 00:00:1774582687.514519      91 computation_placer.cc:177] computation placer already registered. Please check linkage and avoid linking the same target more than once.
W0000 00:00:1774582687.514523      91 computation_placer.cc:177] computation placer already registered. Please check linkage and avoid linking the same target more than once.
W0000 00:00:1774582687.514526      91 computation_placer.cc:177] computation placer already registered. Please check linkage and avoid linking the same target more than once.
[FaceBackend] Downloading MediaPipe face_landmarker.task model (~3MB)...
[FaceBackend] MediaPipe Tasks API (FaceLandmarker)
[FaceBackend] MediaPipe Tasks API (FaceLandmarker)
Device: cuda:0
Traceback (most recent call last):
  File ""/work_repo/p3_physio/w3_train/train.py"", line 373, in <module>
    train(args)
  File ""/work_repo/p3_physio/w3_train/train.py"", line 47, in train
    f""VRAM: {torch.cuda.get_device_properties(0).total_mem / 1e9:.1f} GB"")
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'torch._C._CudaDeviceProperties' object has no attribute 'total_mem'. Did you mean: 'total_memory'?"
train.py,"!python w3_train/train.py \
    --ff_root /kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23 \
    --out_dir /kaggle/working/checkpoints \
    --cache_dir /kaggle/working/signal_cache \
    --fallback_cache_dir /kaggle/input/datasets/goodboyxdd/feat-npys/signal_cache \
    --epochs 10 \
    --batch_size 4 \
    --clip_len 16 \
    --num_workers 2 \
    --max_train_samples 2000 \
    --lr_backbone 1e-5 \
    --lr_head 3e-4 \
    --lr_temporal 5e-5 \
    --w_class 1.0 \
    --w_pulse 0 \
    --w_blink 0 \
    --w_contrastive 0 \
    --pos_weight 1.0 \
    --temporal_pool mean \
    --grad_accum 4 \
    --fp16 \
    --run_name w3_v11_robust","2026-03-27 03:40:53.943787: E external/local_xla/xla/stream_executor/cuda/cuda_fft.cc:467] Unable to register cuFFT factory: Attempting to register factory for plugin cuFFT when one has already been registered
WARNING: All log messages before absl::InitializeLog() is called are written to STDERR
E0000 00:00:1774582854.157960      90 cuda_dnn.cc:8579] Unable to register cuDNN factory: Attempting to register factory for plugin cuDNN when one has already been registered
E0000 00:00:1774582854.221387      90 cuda_blas.cc:1407] Unable to register cuBLAS factory: Attempting to register factory for plugin cuBLAS when one has already been registered
W0000 00:00:1774582854.713094      90 computation_placer.cc:177] computation placer already registered. Please check linkage and avoid linking the same target more than once.
W0000 00:00:1774582854.713145      90 computation_placer.cc:177] computation placer already registered. Please check linkage and avoid linking the same target more than once.
W0000 00:00:1774582854.713152      90 computation_placer.cc:177] computation placer already registered. Please check linkage and avoid linking the same target more than once.
W0000 00:00:1774582854.713159      90 computation_placer.cc:177] computation placer already registered. Please check linkage and avoid linking the same target more than once.
[FaceBackend] Downloading MediaPipe face_landmarker.task model (~3MB)...
[FaceBackend] MediaPipe Tasks API (FaceLandmarker)
[FaceBackend] MediaPipe Tasks API (FaceLandmarker)
Device: cuda:0
GPU: Tesla T4, VRAM: 15.6 GB
* Trackio project initialized: p3_physio_deepfake
* Trackio metrics will be synced to Hugging Face Dataset: GoodBoyXD/bioforensics-dataset
* Found existing space: https://huggingface.co/spaces/GoodBoyXD/bioforensics
* View dashboard by going to: https://GoodBoyXD-bioforensics.hf.space/
* NVIDIA GPU detected, enabling automatic GPU metrics logging
* Created new run: w3_v11_robust
[Trackio] Initialized run 'w3_v11_robust' in project 'p3_physio_deepfake'
          Dashboard: check trackio output above for URL
Auto-disabling physio fusion (pulse/blink weights are 0)
Skipping physio extraction (not used)
  original: 1000 videos (/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/original)
  Deepfakes: 1000 videos (/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/Deepfakes)
  Face2Face: 1000 videos (/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/Face2Face)
  FaceSwap: 1000 videos (/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/FaceSwap)
  NeuralTextures: 1000 videos (/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/NeuralTextures)
  FaceShifter: 1000 videos (/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/FaceShifter)
  DeepFakeDetection: 1000 videos (/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/DeepFakeDetection)
FF++: 7000 videos (real=1000, fake=6000)

Identity-aware split: 822 train / 102 val / 104 test source IDs
Dataset: train=5556 | val=697 | test=747
Balance: 801 real / 4755 fake (ratio=5.94)
Sampler: 2000 samples/epoch, 500 steps/epoch
Estimated training time: 4.2h (500 steps/epoch × 10 epochs)
Config: physio_fusion=False, temporal_pool=mean, pulse_head=False, blink_head=False
model.safetensors: 100%|███████████████████| 77.9M/77.9M [00:02<00:00, 35.0MB/s]
Training from scratch
Model: 31.6M params, 31.6M trainable
LR: backbone=1e-05, head=0.0003, temporal=5e-05
Loss weights: cls=1.0, pulse=0.0, blink=0.0, contrastive=0.0
Epoch 1/10:   0%|                                       | 0/500 [00:00<?, ?it/s]
  [DIAG] frames: [4, 16, 3, 224, 224] mean=-0.126 std=1.167
  [DIAG] labels: [1.0, 0.0, 0.0, 1.0]
  [DIAG] VRAM after load: 0.17 GB
  [DIAG] logit: [-0.167236328125, -0.4150390625, -0.372802734375, 0.03973388671875] → prob: [0.4582881033420563, 0.39770445227622986, 0.40786394476890564, 0.5099321603775024]
  [DIAG] loss: 0.6212
  [DIAG] VRAM after forward: 7.60 GB
  [Stats] pred_mean=0.497 pred_std=0.059 frac_fake=0.471 time=14.7m
Epoch  1 | loss=0.697 | val_auc=0.4751 val_eer=0.5229 val_ece=0.3561
  ✓ New best AUC=0.4751
  [Stats] pred_mean=0.501 pred_std=0.074 frac_fake=0.524 time=14.2m
Epoch  2 | loss=0.699 | val_auc=0.5243 val_eer=0.4676 val_ece=0.3345
  ✓ New best AUC=0.5243
  [Stats] pred_mean=0.510 pred_std=0.080 frac_fake=0.576 time=14.5m
Epoch  3 | loss=0.704 | val_auc=0.4882 val_eer=0.5029 val_ece=0.3107
  [Stats] pred_mean=0.506 pred_std=0.075 frac_fake=0.528 time=14.3m
Epoch  4 | loss=0.702 | val_auc=0.5223 val_eer=0.4849 val_ece=0.3375
  [Stats] pred_mean=0.490 pred_std=0.055 frac_fake=0.412 time=14.2m
Epoch  5 | loss=0.699 | val_auc=0.5100 val_eer=0.5001 val_ece=0.3638
  [Stats] pred_mean=0.512 pred_std=0.066 frac_fake=0.595 time=14.7m
Epoch  6 | loss=0.696 | val_auc=0.5143 val_eer=0.5013 val_ece=0.3520
  [Stats] pred_mean=0.475 pred_std=0.035 frac_fake=0.244 time=14.2m
  *** COLLAPSE: std=0.0353 — model not discriminating ***
Epoch  7 | loss=0.695 | val_auc=0.5114 val_eer=0.5080 val_ece=0.3038
  [Stats] pred_mean=0.501 pred_std=0.089 frac_fake=0.451 time=14.3m
Epoch  8 | loss=0.684 | val_auc=0.4823 val_eer=0.5147 val_ece=0.3709
  [Stats] pred_mean=0.527 pred_std=0.125 frac_fake=0.389 time=14.5m
Epoch  9 | loss=0.660 | val_auc=0.4905 val_eer=0.5069 val_ece=0.3133
  [Stats] pred_mean=0.508 pred_std=0.145 frac_fake=0.280 time=14.3m
Epoch 10 | loss=0.660 | val_auc=0.5735 val_eer=0.4263 val_ece=0.1184
  ✓ New best AUC=0.5735

==================================================
FINAL TEST RESULTS:
  auc: 0.5307
  ap: 0.8796
  eer: 0.4864
  ece: 0.1615
  precision: 0.8636
  recall: 0.9505
  f1: 0.9049
  accuracy: 0.8273
  fpr_at_1pct_fnr: 1.0000
==================================================
Total training time: 3.24h
[Logger] Summary saved → logs/w3_v11_robust_summary.json
* Run finished. Uploading logs to Trackio Space (please wait...)
[Logger] Run 'w3_v11_robust' finished.
* Run finished. Uploading logs to Trackio Space (please wait...)"
train_baseline.py,"!python w3_train/train_baseline.py \
    --ff_root /kaggle/input/datasets/sheldonhomes/faceforensics-c23-processed/ff/ff++/frames \
    --out_dir /kaggle/working/checkpoints \
    --log_dir /kaggle/working/logs \
    --epochs 30 \
    --batch_size 32 \
    --lr 1e-3 \
    --dropout 0.5 \
    --weight_decay 1e-3 \
    --label_smoothing 0.05 \
    --freeze_backbone_epochs 2 \
    --frames_per_video 5 \
    --num_workers 2 \
    --fp16 \
    --run_name baseline_png_v3","Device: cuda
GPU: Tesla T4, 15.6 GB
[Logger] Trackio unavailable — logging to /kaggle/working/logs/baseline_png_v3_metrics.csv
         Install: pip install trackio

Scanning dataset...
  original: 1000 video folders
  Deepfakes: 1000 video folders
  Face2Face: 1000 video folders
  FaceSwap: 1000 video folders
  NeuralTextures: 1000 video folders
  FaceShifter: 1000 video folders
Total: 6000 videos, real=1000, fake=5000
Identity-aware split: 800/100/100 source IDs (no identity overlap)
Train: 24000 videos (real=800, fake=4000), 750 steps/epoch
Val: 600 | Test: 600
model.safetensors: 100%|███████████████████| 77.9M/77.9M [00:02<00:00, 38.4MB/s]
Model: 18.0M params
Backbone FROZEN for first 2 epochs
  [Train] pred_mean=0.503 pred_std=0.070 frac>0.5=0.542
Epoch   1 | loss=0.7030 | train_auc=0.5069 | val_auc=0.5034 val_eer=0.5010 | pred_std=0.032 | time=486s total=8.1min
  >> New best AUC=0.5034
  [Train] pred_mean=0.500 pred_std=0.055 frac>0.5=0.518
Epoch   2 | loss=0.6957 | train_auc=0.5205 | val_auc=0.5139 val_eer=0.5120 | pred_std=0.036 | time=439s total=15.4min
  >> New best AUC=0.5139
  >> Backbone UNFROZEN at epoch 3
  [Train] pred_mean=0.501 pred_std=0.051 frac>0.5=0.528
Epoch   3 | loss=0.6956 | train_auc=0.5172 | val_auc=0.5120 val_eer=0.4800 | pred_std=0.025 | time=433s total=22.6min
  [Train] pred_mean=0.505 pred_std=0.046 frac>0.5=0.591
Epoch   4 | loss=0.6940 | train_auc=0.5207 | val_auc=0.5103 val_eer=0.4990 | pred_std=0.035 | time=426s total=29.7min
  [Train] pred_mean=0.498 pred_std=0.053 frac>0.5=0.524
Epoch   5 | loss=0.6933 | train_auc=0.5314 | val_auc=0.5170 val_eer=0.5110 | pred_std=0.025 | time=422s total=36.8min
  >> New best AUC=0.5170
  [Train] pred_mean=0.495 pred_std=0.049 frac>0.5=0.519
Epoch   6 | loss=0.6922 | train_auc=0.5369 | val_auc=0.5839 val_eer=0.4390 | pred_std=0.049 | time=425s total=43.9min
  >> New best AUC=0.5839
  [Train] pred_mean=0.502 pred_std=0.060 frac>0.5=0.591
Epoch   7 | loss=0.6914 | train_auc=0.5463 | val_auc=0.5306 val_eer=0.4890 | pred_std=0.048 | time=429s total=51.0min
  [Train] pred_mean=0.499 pred_std=0.069 frac>0.5=0.551
Epoch   8 | loss=0.6890 | train_auc=0.5622 | val_auc=0.5552 val_eer=0.4690 | pred_std=0.038 | time=426s total=58.1min
  [Train] pred_mean=0.497 pred_std=0.077 frac>0.5=0.528
Epoch   9 | loss=0.6869 | train_auc=0.5745 | val_auc=0.5821 val_eer=0.4320 | pred_std=0.051 | time=428s total=65.2min
  [Train] pred_mean=0.506 pred_std=0.082 frac>0.5=0.571
Epoch  10 | loss=0.6848 | train_auc=0.5821 | val_auc=0.5953 val_eer=0.4480 | pred_std=0.076 | time=418s total=72.2min
  >> New best AUC=0.5953
  [Train] pred_mean=0.507 pred_std=0.094 frac>0.5=0.573
Epoch  11 | loss=0.6807 | train_auc=0.5978 | val_auc=0.6042 val_eer=0.4430 | pred_std=0.090 | time=433s total=79.4min
  >> New best AUC=0.6042
  [Train] pred_mean=0.502 pred_std=0.105 frac>0.5=0.542
Epoch  12 | loss=0.6776 | train_auc=0.6123 | val_auc=0.5818 val_eer=0.4170 | pred_std=0.103 | time=425s total=86.5min
  [Train] pred_mean=0.502 pred_std=0.108 frac>0.5=0.527
Epoch  13 | loss=0.6747 | train_auc=0.6185 | val_auc=0.6057 val_eer=0.4230 | pred_std=0.111 | time=415s total=93.4min
  >> New best AUC=0.6057
  [Train] pred_mean=0.502 pred_std=0.120 frac>0.5=0.539
Epoch  14 | loss=0.6707 | train_auc=0.6293 | val_auc=0.6147 val_eer=0.3970 | pred_std=0.100 | time=421s total=100.4min
  >> New best AUC=0.6147
  [Train] pred_mean=0.495 pred_std=0.125 frac>0.5=0.519
Epoch  15 | loss=0.6678 | train_auc=0.6349 | val_auc=0.5769 val_eer=0.4420 | pred_std=0.104 | time=420s total=107.4min
  [Train] pred_mean=0.498 pred_std=0.128 frac>0.5=0.511
Epoch  16 | loss=0.6655 | train_auc=0.6460 | val_auc=0.6411 val_eer=0.4020 | pred_std=0.122 | time=420s total=114.4min
  >> New best AUC=0.6411
  [Train] pred_mean=0.501 pred_std=0.137 frac>0.5=0.516
Epoch  17 | loss=0.6597 | train_auc=0.6565 | val_auc=0.5958 val_eer=0.4480 | pred_std=0.132 | time=459s total=122.1min
  [Train] pred_mean=0.503 pred_std=0.138 frac>0.5=0.518
Epoch  18 | loss=0.6600 | train_auc=0.6578 | val_auc=0.6460 val_eer=0.3820 | pred_std=0.155 | time=424s total=129.2min
  >> New best AUC=0.6460
  [Train] pred_mean=0.497 pred_std=0.150 frac>0.5=0.491
Epoch  19 | loss=0.6517 | train_auc=0.6752 | val_auc=0.6462 val_eer=0.4160 | pred_std=0.149 | time=434s total=136.4min
  >> New best AUC=0.6462
  [Train] pred_mean=0.502 pred_std=0.148 frac>0.5=0.499
Epoch  20 | loss=0.6540 | train_auc=0.6688 | val_auc=0.6418 val_eer=0.3920 | pred_std=0.137 | time=510s total=144.9min
  [Train] pred_mean=0.499 pred_std=0.150 frac>0.5=0.492
Epoch  21 | loss=0.6508 | train_auc=0.6752 | val_auc=0.6244 val_eer=0.4120 | pred_std=0.155 | time=475s total=152.8min
  [Train] pred_mean=0.504 pred_std=0.152 frac>0.5=0.505
Epoch  22 | loss=0.6501 | train_auc=0.6796 | val_auc=0.6599 val_eer=0.3830 | pred_std=0.154 | time=422s total=159.8min
  >> New best AUC=0.6599
  [Train] pred_mean=0.502 pred_std=0.155 frac>0.5=0.502
Epoch  23 | loss=0.6486 | train_auc=0.6823 | val_auc=0.6684 val_eer=0.3630 | pred_std=0.159 | time=430s total=167.0min
  >> New best AUC=0.6684
  [Train] pred_mean=0.497 pred_std=0.159 frac>0.5=0.485
Epoch  24 | loss=0.6454 | train_auc=0.6884 | val_auc=0.6380 val_eer=0.4210 | pred_std=0.162 | time=440s total=174.4min
  [Train] pred_mean=0.501 pred_std=0.162 frac>0.5=0.494
Epoch  25 | loss=0.6426 | train_auc=0.6941 | val_auc=0.6487 val_eer=0.4190 | pred_std=0.171 | time=425s total=181.4min
  [Train] pred_mean=0.501 pred_std=0.161 frac>0.5=0.489
Epoch  26 | loss=0.6438 | train_auc=0.6914 | val_auc=0.6236 val_eer=0.4300 | pred_std=0.169 | time=425s total=188.5min
  [Train] pred_mean=0.499 pred_std=0.162 frac>0.5=0.488
Epoch  27 | loss=0.6417 | train_auc=0.6979 | val_auc=0.6482 val_eer=0.3890 | pred_std=0.169 | time=423s total=195.6min
  [Train] pred_mean=0.498 pred_std=0.160 frac>0.5=0.486
Epoch  28 | loss=0.6450 | train_auc=0.6894 | val_auc=0.6657 val_eer=0.3720 | pred_std=0.169 | time=423s total=202.6min
  [Train] pred_mean=0.500 pred_std=0.161 frac>0.5=0.491
Epoch  29 | loss=0.6407 | train_auc=0.6972 | val_auc=0.6493 val_eer=0.3800 | pred_std=0.171 | time=419s total=209.6min
  [Train] pred_mean=0.500 pred_std=0.163 frac>0.5=0.489
Epoch  30 | loss=0.6402 | train_auc=0.6983 | val_auc=0.6518 val_eer=0.3900 | pred_std=0.175 | time=418s total=216.6min

Loaded best checkpoint (epoch 23, val_auc=0.6684)

============================================================
FINAL TEST:  AUC=0.6407  EER=0.4150
Best val:    AUC=0.6684
Total time:  216.8 min
============================================================
[Logger] Summary saved → /kaggle/working/logs/baseline_png_v3_summary.json
[Logger] Run 'baseline_png_v3' finished."
